icao,name,lat,lon
LIER,"Oristano Fenosu",39.8933334,8.6416674
LIET,"Tortoli",39.918764,9.6832485
LILA,"Alessandria",44.9244423,8.625556
LILB,"Alzate Brianza",45.7694435,9.1611109
LILC,"Calcinate Del Pesce",45.809167,8.768333
LILE,"Biella Cerrione",45.4953,8.1027775
LILH,"Voghera",44.9519975,9.016532
LILI,"Vercelli",45.310556,8.417778
LILM,"Casale Monferrato",45.1105576,8.4563894
LILN,"Venegono",45.7421865,8.888232
LILO,"Sondrio Caiolo",46.1500015,9.7166672
LILQ,"Massa Cinquale",43.9852791,10.1430559
LILR,"Cremona Migliaro",45.1666679,10.0022221
LILV,"Valbrembo",45.7200012,9.5938892
LIMA,"Torino Aeritalia",45.0856395,7.60422275
LIMB,"Bresso",45.5402875,9.2023
LIMC,"Milano Malpensa",45.6306055,8.728111
LIME,"Bergamo Orio Al Serio",45.67200382,9.70689247
LIMF,"Torino Caselle",45.2007625,7.6496305
LIMG,"Albenga",44.0505765,8.127396
LIMJ,"Genova Sestri",44.411957415,8.841866225
LIML,"Milano Linate",45.45030225,9.27280075
LIMN,"Cameri",45.5310585,8.66905
LIMP,"Parma",44.8267735,10.297108
LIMR,"Novi Ligure",44.7794456,8.7866669
LIMS,"Piacenza",44.914428,9.722125
LIMW,"Aosta",45.7385735,7.3678925
LIMZ,"Levaldigi",44.547603,7.6233225
LINL,"Lecce Lepore",40.3566666,18.2933331
LIPA,"Aviano Ab",46.031111,12.596389
LIPB,"Bolzano",46.45890625,11.326862
LIPC,"Cervia",44.2242935,12.3072335
LIPD,"Udine Campoformido",46.031399,13.186903
LIPE,"Bologna",44.5354455,11.2886625
LIPF,"Ferrara",44.815548,11.613928
LIPG,"Gorizia",45.9060822,13.599401
LIPH,"Treviso",45.648499,12.194136
LIPI,"Rivolto",45.979422,13.049225
LIPK,"Forli",44.194743,12.0700875
LIPL,"Ghedi",45.4321665,10.267667
LIPM,"Modena Marzaglia",44.6333313,10.8166666
LIPN,"Verona Boscomantico",45.472017,10.927918
LIPO,"Montichiari",45.42854826,10.331283005
LIPQ,"Ronchi Dei Legionari",45.827857,13.4666635
LIPR,"Rimini Mil",44.0202865,12.611746
LIPS,"Istrana",45.684441,12.0872305
LIPU,"Padova",45.3963525,11.848238
LIPV,"Venezia San Nicolo",45.4283867,12.387999785
LIPX,"Villafranca",45.396942,10.890418
LIPY,"Falconara",43.6163505,13.3623105
LIPZ,"Venezia Tessera",45.50479075,12.349691275
LIQB,"Arezzo",43.4552765,11.8472223
LIQL,"Lucca Tassignano",43.8283768,10.5784035
LIQN,"Rieti",42.426111,12.850278
LIQS,"Ampugnano",43.254965,11.255086
LIQW,"Sarzana Luni",44.0872231,9.9883327
LIRA,"Ciampino",41.7992275,12.594917
LIRE,"Pratica Di Mare",41.6545235,12.44518425
LIRF,"Roma Fiumicino Leonardo Da Vinci",41.8108088333333,12.2508971666667
LIRG,"Guidonia",41.990697,12.73859425
LIRH,"Frosinone",41.6458321,13.3000002
LIRI,"Pontecagnano",40.618691285,14.910538445
LIRJ,"Marina Di Campo",42.762025,10.2394045
LIRL,"Latina",41.542436,12.9090195
LIRM,"Grazzanise",41.0609455,14.081901
LIRN,"Naples Capodichino",40.886032,14.2907835
LIRP,"Pisa",43.6838825,10.392724
LIRQ,"Firenze",43.8099845,11.2051175
LIRS,"Grosseto",42.76027525,11.07197975
LIRU,"Urbe",41.95237624,12.502250035
LIRV,"Viterbo",42.4363033333333,12.0621671666667
LIRZ,"Perugia",43.09619186,12.513324585
LIVD,"Dobbiaco",46.726111,12.224161
LJCE,"Cerklje",45.900414925,15.53073062
LJLJ,"Ljubljana",46.223685,14.4576085
LJMB,"Maribor",46.4806248475,15.68601987
LJPZ,"Portoroz",45.4724445,13.61568051
LJSG,"Slovenj Gradec",46.471886115,15.116834435
LKBA,"Breclav",48.79073673,16.892493055
LKBC,"Bechyne",49.27356,14.50171
LKBE,"Benesov",49.7407535925,14.6446289575
LKBO,"Bohunovice",49.670654605,17.294976205
LKBR,"Broumov",50.5619007775,16.3433969675
LKBU,"Bubovice",49.97458763,14.1778882225
LKCE,"Ceska Lipa",50.709442715,14.56665703
LKCH,"Chomutov",50.47170366,13.47059992
LKCM,"Medlanky",49.23686115,16.55519597
LKCR,"Chrudim",49.93553333,15.78006858
LKCS,"Ceske Budejovice",48.94635099,14.42746259
LKCT,"Chotebor",49.68514259,15.67624209
LKCV,"Caslav",49.9392890075,15.3815382425
LKDK,"Dvur Kralove",50.414208205,15.8370591
LKER,"Erpuzice",49.80258935,13.037902975
LKFR,"Frydlant",49.58958128,18.37934842
LKHB,"Havlickuv Brod",49.59733112,15.549143855
LKHC,"Horice",50.357702875,15.57710473
LKHD,"Hodkovice",50.657311,15.07789193
LKHK,"Hradec Kralove",50.2542298,15.843755615
LKHN,"Hranice",49.54603986,17.70443098
LKHR,"Hradcany",50.6191815975,14.7313958775
LKHS,"Hosin",49.0393222675,14.4945743625
LKHV,"Horovice",49.84923882,13.89783213
LKJA,"Jaromer",50.331384275,15.95377345
LKJC,"Jicin",50.4300891,15.33293212
LKJH,"Jindrichuv Hradec",49.1507000233333,14.97173431
LKJI,"Jihlava",49.419316835,15.63530337
LKKA,"Krizanov",49.368460075,16.1160948
LKKB,"Kbely",50.1207459625,14.5426966975
LKKC,"Krizenec",49.870540375,12.77236815
LKKL,"Kladno",50.11268739,14.08961799
LKKM,"Kromeriz",49.28575483,17.415322515
LKKO,"Kolin",50.00169156,15.1735514525
LKKR,"Krnov",50.074063025,17.695046985
LKKT,"Klatovy",49.41813565,13.321896915
LKKU,"Kunovice",49.0283084166667,17.4390063683333
LKKV,"Karlovy Vary",50.2034868775,12.91446063
LKKY,"Kyjov",48.98008049,17.1246607
LKLB,"Liberec",50.767777365,15.023307095
LKLN,"Plzen - Line",49.675229585,13.27448393
LKLT,"Letnany",50.1316177525,14.526144185
LKMB,"Mlada Boleslav",50.3972055525,14.896346055
LKMH,"Mnichovo Hradiste",50.5400359375,15.00516638
LKMI,"Mikulovice",50.30170463,17.29769738
LKMK,"Moravska Trebova",49.7978076775,16.687952515
LKML,"Milovice",50.236005955,14.9221958
LKMO,"Most",50.5249627175,13.683506975
LKMR,"Marianske Lazne",49.922402845,12.72461821
LKMT,"Ostrava Mosnov",49.69621707,18.11085494
LKNA,"Namest",49.16620534,16.12437626
LKNM,"Nove Mesto",50.3639347375,16.11230837
LKNY,"Nymburk",50.169445,15.0544443
LKOL,"Olomouc",49.5875938383333,17.20933289
LKOT,"Otrokovice",49.1984006275,17.517282965
LKPA,"Policka",49.738539575,16.2598267475
LKPC,"Panensky Tynec",50.306239915,13.934855345
LKPD,"Pardubice",50.013462655,15.738572
LKPI,"Pribyslav",49.58063361,15.76277042
LKPJ,"Prostejov",49.447758025,17.13448716
LKPL,"Letkov",49.722995455,13.452623925
LKPM,"Pribram",49.7191748075,14.0975074875
LKPN,"Podhorany",49.938649315,15.549370925
LKPO,"Prerov",49.425920575,17.404829015
LKPR,"Praha - Ruzyne",50.101144005,14.2629634433333
LKPS,"Plasy",49.92014977,13.37697621
LKPV,"Pacov",49.4178861,14.997951295
LKRA,"Rana",50.40532827,13.75115694
LKRK,"Rakovnik",50.09432229,13.691625565
LKRO,"Roudnice",50.410608255,14.22627052
LKRY,"Rokycany",49.752079275,13.589897935
LKSA,"Stankov",49.566565155,13.0485676
LKSB,"Stichovice",49.487419175,17.052460455
LKSK,"Skutec",49.8275407275,16.0060589425
LKSN,"Slany",50.2166599525,14.0886626325
LKSO,"Sobeslav",49.2467808,14.713091795
LKSR,"Strunkovice",49.08236679,14.07531171
LKST,"Strakonice",49.24978205,13.8928061025
LKSU,"Sumperk",49.959920025,17.0170602025
LKSZ,"Sazena",50.324713725,14.258978735
LKTA,"Tabor",49.3926270475,14.7056187175
LKTB,"Turany",49.15101616,16.6931707675
LKTC,"Tocna",49.985591225,14.42637188
LKTD,"Tachov",49.79725587,12.70697878
LKTO,"Touzim",50.0864974,12.952674715
LKTV,"Vsechov",49.43824653,14.6215258
LKUL,"Usti Nad Labem",50.699880795,13.968835835
LKUO,"Usti Nad Orlici",49.978564655,16.4263414
LKVL,"Vlasim",49.72762711,14.881171965
LKVM,"Vysoke Myto",49.9279647333333,16.1852227766667
LKVO,"Vodochody",50.216676835,14.395543245
LKVP,"Velke Porici",50.46770931,16.20483747
LKVR,"Vrchlabi",50.6243046,15.64633771
LKVY,"Vyskov",49.300433705,17.02536556
LKZA,"Zabreh",49.9277919,18.07523928
LKZB,"Zbraslavice",49.814168185,15.201568105
LKZD,"Zatec/macerka",50.317358915,13.51266923
LKZM,"Zamberk",50.08385416,16.44382084
LKZN,"Znojmo",48.81776931,16.06575797
LL02,"Illini Central",40.18948888,-89.701775
LL07,"Tautz Bros",42.06391305,-89.96956806
LL08,"Williard Nycum Rla",42.09863444,-89.95151195
LL09,"Air Estates Inc",42.28057833,-88.09452389
LL10,"Naper Aero Club",41.73475166,-88.20340056
LL18,"Ernest E Orwig",41.09725888,-90.45290862
LL1A,"Hatserim Northwest",31.2607125,34.640372
LL1B,"Arad",31.228586,35.1908905
LL23,"Earl J. Meyer",41.01642527,-90.87541862
LL32,"C D Maulding",40.45003472,-88.07504112
LL33,"Plum Creek Farm",42.21557583,-89.86400973
LL34,"Jerry E Staab",40.79364805,-89.50731445
LL40,"Frankfort",41.477517,-87.840493
LL43,"Gerald H Hamer",41.45003361,-89.16675112
LL44,"Trovero",41.29864611,-89.10925001
LL46,"Read",40.83531194,-88.15282417
LL48,"Day",41.65666666,-88.15555556
LL49,"George",41.66447444,-88.13395223
LL50,"Lambert",41.67169694,-88.12923001
LL51,"Rileys Field",41.60419638,-88.27367778
LL53,"Olson",42.00891527,-88.45758167
LL55,"Gentry",41.99086333,-89.55983334
LL56,"Schott",40.88419972,-88.59089334
LL58,"Nemec",42.48751611,-88.85288362
LL59,"Palmahim Ab",31.8998945,34.6916915
LL60,"Nizzana West",30.8583875,34.443607
LL61,"Doerings Port",41.68558638,-89.90261278
LL62,"Hatserim",31.2340518333333,34.6580598333333
LL63,"Yotvata",29.9061915,35.066622
LL64,"Ralph E. Daniels",41.19948083,-89.39453417
LL65,"Edgar Read",41.19448111,-89.45009112
LL66,"Egland Field",41.21225611,-88.69312751
LL68,"Everts International",42.25418833,-89.46816862
LL69,"Cambier",42.29974166,-89.42150167
LL72,"John H. Garrelts",40.65142361,-88.18476862
LL74,"Maple Hurst Farms",42.00836111,-89.04870889
LL75,"Chester Wyss",42.42501472,-89.45011528
LL78,"Lund",42.31168527,-89.15094139
LL79,"Severson",42.39307222,-89.130665
LL80,"Darrington",42.38196111,-89.16122084
LL81,"Eicher",42.3750175,-89.07010778
LL85,"Kings Acres",42.33335222,-88.97649389
LL87,"Compass Rose",42.45557222,-88.90288389
LL88,"Harry D Fenton",42.475015,-89.08899917
LL89,"Blackhawk Farms Inc",42.48723666,-89.10788862
LL90,"Mc Curdy Strip",42.44585027,-88.90010584
LL91,"Hillman",42.41584833,-89.45289278
LL94,"Floyd Mc Curdy",42.43446111,-88.99955195
LL96,"James M Adams",40.33892527,-87.57085278
LL97,"Rockenbach",42.33891083,-88.08480278
LL98,"John W Meils Rla",40.95003361,-89.11674806
LLBG,"Tel Aviv Ben Gurion",32.011468,34.8850591666667
LLBS,"Teyman",31.2870015,34.7229515
LLEK,"Tel Nov",31.8373093333333,34.8258318333333
LLES,"Eyn Shemer",32.440814,35.007671
LLET,"Eilat",29.561268,34.960111
LLEY,"En Yahav",30.621657,35.203325
LLHA,"Haifa",32.811125,35.0441385
LLHS,"Hatzor",31.7606268333333,34.7306225
LLHZ,"Herzelia",32.180553,34.834724
LLIB,"Mahanaim I Ben Yaakov",32.98155275,35.570652
LLMG,"Megiddo",32.597139,35.2288015
LLMZ,"I Bar Yehuda",31.328168,35.3886085
LLNV,"Nevatim Ab",31.206312625,35.015767375
LLOV,"Ovda",29.94025075,34.93584875
LLRD,"Ramat David",32.6643833333333,35.1789708333333
LLRM,"Ramon",30.776062,34.6667715
LLSD,"Sde Dov",32.114661,34.7822375
LMI,"Lumi",-3.475562,142.040054
LMML,"La Valette Luqa",35.8494770475,14.4818358225
LNF,"Munbil",-4.854353,141.21814
LNG,"Lese",-8.162936,146.117004
LNQ,"Loani",-10.432366,150.143636
LNV,"Lihir Island",-3.044067,152.629562
LOAA,"Ottenschlag",48.418,15.217
LOAB,"Dobersberg",48.923,15.297
LOAD,"Voeltendorf",48.162,15.588
LOAG,"Krems Langenlois",48.447,15.635
LOAL,"Leopoldsdorf",48.233,16.667
LOAN,"Wiener Neustadt Ost",47.8433335,16.260139
LOAS,"Spitzerberg",48.102,16.935
LOAU,"Stockerau",48.41,16.192
LOAV,"Voeslau",47.9632397,16.25846575
LOGF,"Fuerstenfeld",47.063,16.085
LOGG,"Punitz Guessing",47.148,16.318
LOGI,"Trieben",47.495,14.498
LOGK,"Kapfenberg",47.458,15.33
LOGL,"Lanzen-turnau",47.557,15.325
LOGM,"Mariazell",47.79,15.302
LOGO,"Niederoeblarn",47.48,14.008
LOGP,"Pinkafeld",47.388,16.112
LOGT,"Timmersdorf",47.38,14.968
LOGW,"Weiz Unterfladnitz",47.172,15.665
LOIH,"Hohenems Dornbirn",47.385,9.7
LOIJ,"St Johann Tirol",47.522,12.45
LOIK,"Kufstein Langkampfen",47.5649986,12.1280003
LOIR,"Reutte - Hoefen",47.47075628,10.690752575
LOKF,"Feldkirchen Oss See",46.708,14.077
LOKG,"Ferlach Glainach",46.533,14.333
LOKH,"Hirt Friesach",46.928,14.433
LOKL,"Lienz Nikolsdorf",46.798,12.887
LOKM,"Mayerhofen",46.977,14.372
LOKN,"Noetsch Im Gailtal",46.582,13.63
LOKW,"Wolfsberg",46.818,14.827
LOLC,"Scharnstein",47.898611,13.939444
LOLE,"Eferding",48.338889,13.986111
LOLF,"Freistadt",48.5025,14.401389
LOLG,"St Georgen Ybbsfeld",48.103,14.952
LOLH,"Hofkirchen",48.139722,14.3375
LOLK,"Ried Kirchheim",48.202222,13.335556
LOLM,"Micheldorf",47.870833,14.125
LOLO,"Linz Ost",48.299995,14.33
LOLS,"Schaerding",48.403611,13.448889
LOLT,"Seitenstetten",48.052,14.663
LOLU,"Gmunden",47.950278,13.866667
LOLW,"Wels",48.1819253333333,14.0405139933333
LOSM,"Mauterndorf",47.133,13.697
LOWG,"Graz Thalerhof",46.990305,15.439666
LOWI,"Innsbruck Kranebitten",47.260226,11.343967
LOWK,"Klagenfurt Woerthersee",46.642850645,14.331168565
LOWL,"Linz Hoersching",48.233219,14.18751262
LOWS,"Salzburg Maxglan",47.793333,13.0043335
LOWW,"Wien Schwechat",48.1100685,16.56963724
LOWZ,"Zell Am See",47.29375,12.788
LOXA,"Aigen",47.533,14.133
LOXN,"Wr Neustadt West",47.842,16.225
LOXT,"Tulln",48.31887525,16.11268425
LOXZ,"Zeltweg",47.203682,14.74585525
LP77,"Santa Margarida",39.401667,-8.288889
LPAR,"Alverca",38.883183,-9.029942
LPAV,"Aveiro",40.6541725,-8.7435515
LPAZ,"Santa Maria",36.9727315,-25.1705323333333
LPBE,"Beja Airstrip",38.0666733,-7.8833275
LPBG,"Braganca",41.857801,-6.707125
LPBJ,"Beja",38.07878375,-7.9311815
LPBR,"Braga",41.587022,-8.4451915
LPCH,"Chaves Airfield",41.716671,-7.4499969
LPCO,"Coimbra",40.157222,-8.47
LPCS,"Cascais",38.72434,-9.3548985
LPCV,"Covilha",40.2647695,-7.479958
LPEV,"Evora",38.53091525,-7.891852
LPFL,"Flores",39.455336,-31.1313955
LPFR,"Faro",37.0153365,-7.9723275
LPGR,"Graciosa",39.092168,-28.029849
LPHR,"Horta",38.519898,-28.7157945
LPIN,"Paramos Airfield",40.9666672,-8.6499977
LPJF,"Leiria Airstrip",39.7666702,-8.8166666
LPJO,"Alijo Airstrip",41.3166656,-7.4499998
LPLA,"Lajes",38.76441,-27.093482
LPMA,"Madeira",32.697704295,-16.774449055
LPMF,"Monfortinho Airstrip",39.966671,-6.8999953
LPMI,"Mirandela Airstrip",41.4666748,-7.2166672
LPMR,"Monte Real",39.831239,-8.8872585
LPMT,"Montijo",38.7090355,-9.030348
LPOV,"Ovar",40.9159195,-8.645925
LPPD,"Ponta Delgada",37.7420775,-25.697736
LPPI,"Pico",38.552845,-28.442797
LPPM,"Portimao",37.149361,-8.58395
LPPR,"Porto",41.247932,-8.6812205
LPPS,"Porto Santo",33.0734125,-16.349946
LPPT,"Lisboa",38.778559,-9.13514625
LPPV,"Praia Verde Airstrip",37.1833344,-7.4666667
LPSC,"Santa Cruz Airstrip",39.1166649,-9.3666668
LPSI,"Sines Airstrip",37.9333344,-8.8000002
LPSJ,"Sao Jorge",38.6654805,-28.175829
LPST,"Sintra",38.831043,-9.3396545
LPTN,"Tancos",39.475516,-8.37014225
LPVL,"Maia Airfield",41.2666702,-8.5010157
LPVR,"Vila Real",41.2743335,-7.7204585
LPVZ,"Viseu",40.72554,-7.889025
LQBK,"Banja Luka",44.94157251,17.297080975
LQMO,"Mostar",43.2829155,17.845865
LQSA,"Sarajevo",43.824597,18.3315
LQTZ,"Tuzla",44.4586665,18.724833
LR79,"Ianca",45.158611,27.4308335
LR80,"Fetesti",44.3923055,27.7266945
LR81,"Deveselu",44.077275,24.4164055
LR82,"Boboc",45.216425,26.9786055
LRAR,"Arad",46.1765515,21.2620225
LRBC,"Bacau",46.5219045,26.9101775
LRBM,"Tautii Magheraus",47.6583905,23.4700225
LRBS,"Bucarest Baneasa",44.503193,26.1021125
LRCK,"Constanta - Mihail Kogalniceanu",44.362114,28.488454
LRCL,"Cluj Napoca",46.7851095,23.6861665
LRCS,"Caransebes",45.4206945,22.2540275
LRCT,"Campia Turzii",46.502279,23.885914
LRCV,"Craiova",44.3181525,23.8885415
LRIA,"Iasi",47.17849,27.620632
LROD,"Oradea",47.0253225,21.9024095
LROP,"Bucarest Otopeni Intl",44.5721605,26.102177
LRSB,"Sibiu",45.785596,24.0913415
LRSM,"Satu Mare",47.7032765,22.8856985
LRSV,"Stefan Cel Mare",47.6875,26.354054
LRTC,"Cataloi",45.0624865,28.7143125
LRTM,"Transilvania Targu Mures",46.467778,24.4125
LRTR,"Traian Vuia",45.8098335,21.3378725
LS00,"Whitehead",30.67546277,-91.11427278
LS04,"Bobby Jones Flying Service Inc",32.31666666,-91.83946112
LS09,"Sylvesters",30.6957525,-92.31762862
LS10,"Reynolds",30.27214861,-93.31182223
LS11,"Liddieville",32.15348638,-91.84373973
LS16,"Circle G",32.01126833,-91.75512695
LS18,"Ag Aviation",30.22104027,-92.77486639
LS21,"Southland Strip",29.67048944,-90.77064723
LS25,"Annison - Private",30.70462861,-91.06066028
LS34,"Patoutville",29.89964944,-91.72178251
LS35,"Wisner-gilbert",32.01432361,-91.66401334
LS36,"Light Plane Flyers Airfield",30.25020833,-92.97198334
LS39,"Country Bend",30.58935361,-90.98454695
LS40,"St Charles",29.95437111,-90.28341112
LS44,"Ken Guidry No 3",30.08992722,-92.34374195
LS46,"Blount",31.45850861,-91.82290278
LS49,"Simpson",30.30269416,-91.27149723
LS54,"Brians",30.69185138,-91.18760778
LS59,"La Petite Airdrome",30.62936361,-92.18790139
LS68,"Ken Guidry Nr 1",29.93465166,-92.21346112
LS69,"L J Earnest",32.64348055,-93.66239917
LS72,"Aerolite Aero Park",30.202985,-92.81208973
LS76,"Hickham Field",30.4626925,-90.17007945
LS86,"Le Blanc Field",30.67990916,-90.41925639
LS88,"Hurst Landing Strip",30.93656888,-90.57204084
LS90,"Caddo Detention Center",32.26238166,-93.93573973
LS91,"Elfert",29.84381611,-90.94981889
LS92,"Koenig Airpark",30.59741138,-90.31591889
LS93,"Greenwood Plantation",29.6107675,-90.89842806
LSGB,"Bex",46.25838207,6.986220895
LSGC,"Les Eplatures",47.08415363,6.793496925
LSGE,"Ecuvillens",46.75526368,7.07562042
LSGG,"Geneva",46.2377545425,6.1061726625
LSGK,"Saanen",46.486679075,7.24874897
LSGL,"Lausanne",46.544977105,6.616654475
LSGN,"Neuchatel",46.9571369825,6.8645407075
LSGP,"La Cote",46.40647253,6.25813786
LSGR,"Reichenbach",46.614067,7.667109
LSGS,"Sion",46.21895426,7.324089905
LSGT,"Gruyeres",46.593858955,7.09459367
LSGY,"Yverdon Les Bains",46.761901675,6.613994335
LSMA,"Alpnach",46.9433335,8.285
LSMC,"Ulrichen",46.500169,8.296182
LSMD,"Duebendorf",47.39830268,8.644989135
LSME,"Emmen",47.0923695,8.305118
LSMF,"Mollis",47.0776985,9.064476
LSMI,"Interlaken",46.6765828,7.879095375
LSMJ,"Turtmann",46.3045095,7.71376721
LSML,"Lodrino",46.294994,8.9916
LSMM,"Meiringen",46.742327,8.108747
LSMP,"Payerne",46.843204405,6.915056745
LSPA,"Amlikon",47.574022,9.048154
LSPD,"Dittingen",47.43936325,7.489259015
LSPF,"Schaffhausen",47.6904815,8.527041
LSPG,"Kaegiswil",46.906704,8.260396
LSPH,"Winterthur",47.51494775,8.771949755
LSPK,"Hasenstrick",47.280063,8.8821065
LSPL,"Langenthal",47.182780515,7.741069675
LSPM,"Ambri",46.5125,8.6897635
LSPN,"Triengen",47.22653,8.078022885
LSPO,"Olten",47.3416175,7.88510323
LSPU,"Munster",46.479996,8.263302
LSPV,"Wangen-lachen",47.2048325,8.86736153
LSR,"Lost River 1",65.3961625,-167.16298167
LSTA,"Raron",46.304449,7.8230735
LSTB,"Bellechasse",46.97931525,7.13257055
LSTO,"Motiers",46.916603,6.614999
LSTR,"Montricher",46.59023093,6.40060785
LSTS,"St Stephan",46.497701,7.411952
LSTZ,"Zweisimmen",46.55234097,7.380955735
LSZA,"Lugano",46.004275,8.910579
LSZB,"Bern-belp",46.9125466333333,7.49767236666667
LSZC,"Buochs",46.973187675,8.397359535
LSZD,"Ascona",46.1577215,8.782055
LSZE,"Bad Ragaz",47.0148649,9.481963905
LSZF,"Birrfeld",47.44313225,8.2338245
LSZG,"Grenchen",47.18159076,7.415841085
LSZH,"Zurich",47.463489,8.54996383333333
LSZI,"Fricktal",47.509018,7.949925
LSZJ,"Courtelary",47.1833,7.0902
LSZK,"Speck",47.37648125,8.75746392
LSZL,"Locarno",46.1626176666667,8.879874
LSZN,"Hausen Am Albis",47.238289,8.515
LSZO,"Luzern-beromuenster",47.189999,8.203302
LSZP,"Biel-kappelen",47.088299,7.289999
LSZR,"St.gallen-altenrhein",47.48567575,9.5601715
LSZS,"Samedan",46.53420676,9.883938455
LSZT,"Lommis",47.523285,9.001601
LSZU,"Buttwil",47.264841,8.30260721
LSZV,"Sitterdorf",47.5089175,9.262614245
LSZW,"Thun",46.75605981,7.59987592
LSZX,"Schaenis",47.171647,9.0394315
LSZY,"Porrentruy",47.409992,7.051602
LT86,"Imroz",40.2069895,25.8871665
LTAB,"Guvercinlik",39.93686525,32.74287275
LTAC,"Esenboga",40.12828475,32.99540325
LTAD,"Etimesgut",39.950193,32.6875945
LTAE,"Akinci",40.078918,32.565625
LTAF,"Adana",36.982142,35.280394
LTAG,"Incirlik Ab",37.002008,35.42581
LTAH,"Afyon",38.726425,30.60111175
LTAI,"Antalya",36.8995981666667,30.7975073333333
LTAJ,"Oguzeli",36.9473495,37.47806425
LTAK,"Iskenderun",36.573472,36.154
LTAN,"Konya",37.979,32.561847
LTAO,"Tulga",38.353747,38.2539445
LTAP,"Merzifon",40.8293735,35.52199
LTAR,"Sivas",39.8138335,36.9035
LTAT,"Erhac",38.435346,38.091007
LTAU,"Erkilet",38.7703845,35.4954275
LTAV,"Sivrihisar",39.4514415,31.3650735
LTAW,"Tokat",40.3062805,36.371089
LTAY,"Cardak",37.785564,29.701296
LTAZ,"Kapadokya",38.771865,34.5345485
LTBA,"Istanbul Ataturk",40.978907,28.8123208333333
LTBF,"Balikesir",39.6192585,27.9259595
LTBG,"Bandirma",40.3181955,27.977732
LTBH,"Canakkale",40.1377085,26.426764
LTBI,"Eskisehir",39.784206,30.5819345
LTBJ,"Adnan Menderes",38.29221,27.1559395
LTBK,"Gaziemir",38.3191055,27.159353
LTBL,"Cigli",38.513023,27.0100535
LTBM,"Isparta",37.7853695,30.581818
LTBN,"Kutahya",39.4267085,30.0168735
LTBO,"Usak",38.6814775,29.471675
LTBP,"Yalova",40.68647025,29.37810675
LTBQ,"Topel",40.735032,30.0832625
LTBR,"Yenisehir",40.25520825,29.56256875
LTBS,"Dalaman",36.7131885,28.79251325
LTBT,"Akhisar",38.80895025,27.833787
LTBU,"Corlu",41.13825,27.9189445
LTBV,"Imsik",37.1401095,27.669611
LTBX,"Samandira",40.99301375,29.2165195
LTBY,"Anadolu",39.809907,30.519393
LTCA,"Elazig",38.606925,39.291415
LTCC,"Diyarbakir",37.8938985,40.2010165
LTCD,"Erzincan",39.71070475,39.52113975
LTCE,"Erzurum",39.95223,41.1701033333333
LTCF,"Kars",40.5620835,43.115
LTCG,"Trabzon",40.99506,39.789701
LTCH,"Sanliurfa",37.094261,38.8471025
LTCI,"Van",38.468221,43.3323
LTCJ,"Batman",37.9289695,41.1165845
LTCK,"Mus",38.7477705,41.6612305
LTCL,"Siirt",37.9788845,41.840436
LTCN,"Kahramanmaras",37.538967,36.953411
LTCO,"Agri",39.6545705,43.027151
LTCP,"Adiyaman",37.7313695,38.468936
LTCR,"Mardin",37.223335,40.631668
LTF,"Leitre",-2.83343569,141.625034605
LTFA,"Kaklic",38.5166295,26.9760515
LTFB,"Efes",37.950736,27.3289905
LTFC,"Suleyman Demirel",37.855415,30.3683985
LTFD,"Balikesir Korfez",39.554492,27.0139265
LTFE,"Milas Bodrum",37.2511155,27.66535
LTFH,"Carsamba",41.2544805,36.567103
LTFJ,"Sabiha Gokcen",40.8985515,29.309221
LU65,"Markuleshty",47.862668,28.2127975
LUBL,"Balti Intl",47.838111,27.7814665
LUKK,"Chisinau Intl",46.927793,28.9309235
LVGZ,"Gaza Intl.",31.248096,34.27306
LW66,"Prilep",41.333097,21.449056
LW67,"Kumanovo",42.1540665,21.6987375
LW68,"Srpci",41.1507015,21.4084235
LW69,"Dolneni",41.4292775,21.4024585
LW70,"Titov Veles",41.759292,21.842708
LW71,"Sveti Nikole",41.8276525,21.986889
LW72,"Negotino",41.5171475,22.087124
LW73,"Stip",41.7986665,22.1104025
LW74,"Logovardi",41.021539,21.426521
LW75,"Brazda",42.0590835,21.3909885
LWOH,"Ohrid",41.1799265,20.742314
LWSK,"Skopje",41.9616195,21.6213725
LXGB,"Lxgb Gibraltar",36.15120944,-5.34966403
LY87,"Kovin",44.7743265,20.961335
LY88,"Ponikve",43.898886,19.697657
LY89,"Bor",44.0182365,22.137136
LY90,"Dakovica",42.4344445,20.4277775
LYBE,"Belgrade",44.818429,20.309211
LYBT,"Batajnica",44.9341018333333,20.2568116666667
LYN,"Lynfield",-27.474764,152.40483
LYNI,"Nis",43.3367475,21.8554165
LYPG,"Podgorica",42.36794675,19.2757215
LYTV,"Tivat",42.404657,18.7232945
LYVR,"Vrsac",45.1478656666667,21.3088241666667
LZIB,"Bratislava Mr Stefanik",48.167986,17.21617075
LZKZ,"Kosice",48.6630305,21.2411545
LZMC,"Malacky",48.4020205,17.1184
LZPP,"Piestany",48.625246,17.828443
LZSL,"Sliac",48.637839,19.134108
LZTN,"Trencin",48.86773675,17.99998475
LZTT,"Tatry",49.073593,20.24114
LZZI,"Zilina",49.2315275,18.613486
M01,"General Dewitt Spain",35.200693,-90.053971
M02,"Dickson Muni",36.1279545,-87.429843
M04,"Covington Muni",35.583375,-89.5872335
M05,"Caruthersville Mem",36.169129,-89.676482
M08,"William L Whitehurst Fld",35.214461,-89.0433625
M10,"Hunter",35.69729138,-86.9569475
M11,"Copiah Co",31.9029365,-90.3687025
