icao,name,lat,lon,runways,ils
SAWH,"Ushuaia_intl_islas Malvinas",-54.843310105,-68.29489674,1,1
SAZB,"Comandante Espora",-38.7255025,-62.168801,3,1
SAZM,"Mar Del Plata Brig Gen D Bartolome",-37.9341905,-57.5733955,1,1
SAZN,"Presidente Peron",-38.949,-68.1557125,1,1
SAZR,"Santa Rosa",-36.5883205,-64.2756945,1,1
SAZS,"San Carlos De Bariloche",-41.151172,-71.1575415,1,1
SAZT,"Tandil",-37.234278,-59.228639,1,1
SBBE,"Val De Caes Intl",-1.38077625,-48.476189,2,1
SBBR,"Brasilia Presidente Juscelino Kubitsch",-15.8711015,-47.91862625,2,2
SBBV,"Boa Vista Intl",2.84365033333333,-60.6885093333333,3,1
SBCF,"Tancredo Neves",-19.6337585,-43.968854,1,1
SBCG,"Campo Grande",-20.4686655,-54.6725,1,1
SBCT,"Afonso Pena",-25.52888475,-49.173062,2,1
SBEG,"Eduardo Gomes",-3.038611,-60.0497225,1,1
SBFI,"Foz Do Iguacu",-25.5957905,-54.4874425,1,1
SBFL,"Hercillo Luz",-27.67048675,-48.54718,2,1
SBFZ,"Pinto Martins",-3.7762835,-38.5325555,1,1
SBGL,"Galeao Antonio Carlos Jombim",-22.80893825,-43.2436805,2,3
SBGR,"Sao Paulo - Guarulhos",-23.43233312,-46.469675225,2,4
SBKP,"Sao Paulo Viracopos",-23.0073835,-47.134522,1,1
SBMO,"Zumbi Dos Palmares",-9.510808,-35.7916765,1,1
SBPA,"Salgado Filho",-29.994428,-51.171425965,1,1
SBPV,"Governador Jorge Teixeira De Oliveira",-8.709293,-63.902279,1,1
SBRF,"Recife Intl",-8.13230807142857,-34.9224177142857,7,1
SBSJ,"Sao Jose Dos Campos",-23.2281705,-45.8627375,1,1
SBSP,"Sao Paulo Congonhas",-23.62669325,-46.655377,2,1
SBSV,"Salvador Bahia Deputado Luis Eduardo M",-12.91099375,-38.331043,2,1
SBYS,"Campo Fontenelle",-21.9845635,-47.3369013333333,3,1
SCAT,"Desierto De Atacama",-27.2612455,-70.7792205,1,1
SCCI,"Carlos Ibanez Del Campo Intl",-53.0026503333333,-70.8534943333333,3,1
SCDA,"Diego Aracena Intl",-20.535227775,-70.181279165,1,1
SCEL,"Arturo Merino Benitez Intl",-33.3897750025,-70.7943659725,2,2
SCIE,"Carriel Sur Intl",-36.772652775,-73.063109725,1,1
SCIP,"Mataveri Intl",-27.1647905,-109.421829,1,1
SCTE,"El Tepual Intl",-41.4388875,-73.09395556,1,1
SCVM,"Vina Del Mar",-32.949611,-71.4785835,1,1
SECU,"Mariscal Lamar",-2.889468,-78.98439803,1,1
SEGS,"Galapagos - Baltra",-0.4537565,-90.265914,1,1
SEGU,"Guayauqiil - Simon Bolivar Intl",-2.157419,-79.8835585,1,1
SELT,"Cotopaxi Intl",-0.9068335,-78.615757,1,1
SEMT,"Eloy Alfaro Intl",-0.946078,-80.678807,1,1
SEQU,"Quito - Mariscal Sucre Intl",-0.1411445,-78.488214,1,1
SESA,"General Ulpiano Paez",-2.206341,-80.98620875,2,1
SGAS,"Silvio Pettirossi Intl",-25.23985,-57.519135,1,1
SGES,"Guarani Intl",-25.4554985,-54.843593,1,1
SKAP,"Gomez Nino Apiay Ab",4.076071,-73.5627305,1,1
SKBG,"Palonegro",7.12653797,-73.183337815,2,1
SKBO,"Bogota - El Dorado Intl",4.7015945,-74.1469465,2,2
SKBQ,"Ernesto Cortissoz",10.889589,-74.7808195,1,1
SKCC,"Camilo Daza",7.9288125,-72.51292025,2,1
SKCL,"Alfonso Bonilla Aragon Intl",3.543221,-76.3815875,1,1
SKLM,"La Mina",11.2325235,-72.4901405,1,1
SKLT,"Alfredo Vasquez Cobo",-4.1931665,-69.942682,1,1
SKRG,"Jose Maria Cordova",6.164536,-75.4231195,1,1
SLCB,"Jorge Wilsterman",-17.42039025,-66.1771655,2,1
SLLP,"La Paz",-16.50935625,-68.19055125,2,1
SLVR,"Viru Viru Intl",-17.6447555,-63.1353625,1,1
SMJP,"Paramaribo Johan A Pengel Intl",5.4528305,-55.187783,1,1
SPHI,"Capt Jose A Quinones Gonzales Intl",-6.787475,-79.828097,1,1
SPIM,"Jorge Chavez Intl",-12.021889,-77.114321,1,1
SPQT,"Coronel Francisco Secada Vignetta Intl",-3.784739,-73.3088055,1,1
SPQU,"Rodriguez Ballon",-16.340578,-71.5708025,1,1
SPRU,"Capitan Carlos Martinez De Pinillos",-8.0814115,-79.1087625,1,1
SPTN,"Coronel Carlos Ciriani Santa Rosa Intl",-18.0532865,-70.275821,1,1
SPTU,"Padre Aldamiz",-12.613103,-69.228182,1,1
SUDU,"Santa Bernardina Intl",-33.35956575,-56.50141025,2,1
SUMU,"Montevideo Carrasco Intl",-34.8348883333333,-56.0277268333333,3,2
SVBC,"General Jose Antonio Anzoategui Intl",10.10975975,-64.6905445,2,1
SVCS,"Oscar Machado Zuloaga",10.286589,-66.8162195,1,1
SVMG,"Del Caribe Intl Gen Santiago Marino",10.91293925,-63.9675145,2,1
SVMI,"Caracas Simon Bolivar Intl",10.60311875,-66.9905855,2,1
SYCJ,"Cheddi Jagan Intl",6.49887425,-58.25455,2,1
TBPB,"Barbados/grantley Adams Intl",13.074614,-59.492206,1,1
TFFF,"Martinique/aime Cesaire Intl",14.591032,-61.003173355,1,1
TFFR,"Pointe A Pitre Le Raizet",16.2653055,-61.5318085,1,1
TIST,"St Thomas - Cyril E King",18.3373,-64.9733445,1,1
TISX,"St Croix - Henry E Rohlsen",17.7015055,-64.801975,1,1
TJSJ,"San Juan - Luis Munoz Marin Intl",18.43877675,-66.00201825,2,2
TNCA,"Reina Beatrix Intl",12.501389,-70.0152205,1,1
TNCC,"Curacao Hato",12.188853,-68.959803,1,1
TTCP,"Tobago/crown Point Intl",11.14966,-60.832196,1,1
TTPP,"Trinidad/piarco Intl",10.5953695,-61.337239,1,1
TXKF,"Bermuda Intl",32.3640385,-64.6786835,1,1
UAAA,"Almaty Intl",43.355234565,77.04456951,2,2
UACC,"Astana Intl",51.0221805,71.4670625,1,2
UAFM,"Manas",43.0613015,74.477556,1,2
UAFO,"Osh",40.6083335,72.794167,1,1
UAII,"Shymkent",42.364236,69.4791155,1,2
UAKD,"Zhezkazgan",47.7087555,67.7391985,1,1
UAKK,"Karaganda",49.6708205,73.3345445,1,2
UARR,"Uralsk",51.1508805,51.5414585,1,1
UASK,"Ust Kamenogorsk",50.0341535,82.49941225,2,2
UASS,"Semipalatinsk",50.35037575,80.233836,2,1
UATE,"Aktau",43.859388025,51.0911122,4,2
UATG,"Atyrau",47.121939,51.821307,1,2
UATT,"Aktyubinsk",50.245624,57.2071155,1,2
UAUU,"Kostanay",53.206667,63.550833,1,2
UBBB,"Heydar Aliyev",40.47000025,50.05208325,2,4
UDYZ,"Zvartnots",40.147271,44.3958805,1,1
UEEE,"Yakutsk",62.09324875,129.7706780975,2,1
UELL,"Chulman",56.9038934225,124.8920161675,2,1
UERL,"Lensk",60.72280673,114.828789639167,6,1
UERP,"Poliarny",66.4004305,112.030319845,1,1
UERR,"Mirny",62.5346875,114.03894382,1,1
UGSB,"Batumi",41.60966,41.600318,1,1
UGTB,"Tbilisi",41.6685815,44.95364375,2,2
UHBB,"Ignatyevo",50.4253945,127.412489,1,1
UHHH,"Novy",48.528043,135.188359,2,2
UHMP,"Pevek",69.7832835,170.5970015,1,1
UHPP,"Yelizovo",53.167885575,158.45366755,2,1
UHWW,"Knevichi",43.383916375,132.147375,4,1
UIAA,"Kadala",52.02758475,113.30166375,2,1
UIBB,"Bratsk",56.3701572525,101.7029493575,2,1
UIII,"Irkutsk",52.2655489416667,104.371874486667,3,2
UITT,"Ust-kut",56.8578195,105.72972241,1,1
UIUU,"Mukhino",51.8108156666667,107.441022666667,3,1
UKBB,"Boryspil",50.3394722,30.89290312,2,4
UKCC,"Donetsk Intl",48.06997858,37.7479976633333,3,2
UKCW,"Luhansk Intl",48.4173805,39.3741265,1,2
UKDD,"Dnipropetrovsk Intl",48.357222,35.100556,1,2
UKDE,"Zaporizhzhia Intl",47.8670045,35.315693,1,2
UKDR,"Lozuvatka Intl",48.043333,33.21,1,2
UKFF,"Simferopol",45.03380147,33.985937415,3,2
UKHH,"Osnova Intl",49.9247865,36.2899875,1,2
UKKE,"Cherkasy Intl",49.4155665,31.995282,1,1
UKKK,"Zhuliany Intl",50.4016935,30.4496975,1,2
UKKM,"Antonov Intl",50.603496,30.191932,1,2
UKLI,"Ivano Frankivsk Intl",48.884167,24.6866665,1,2
UKLL,"Lviv Intl",49.8126385,23.956111,1,2
UKLN,"Chernivtsi Intl",48.2593225,25.9808305,1,2
UKLR,"Rivne Intl",50.6039845,26.15171325,2,1
UKON,"Mykolaiv Intl",47.05920625,31.92138,2,2
UKOO,"Odesa Intl",46.4323371666667,30.6714208333333,3,2
ULAA,"Talagi",64.600275,40.7166655,1,2
ULLI,"Saint Petersburg Pulkovo",59.8002915,30.2625035,2,4
ULMM,"Murmansk",68.781671,32.750821,1,2
UMGG,"Gomel",52.5270255,31.0164705,1,2
UMII,"Vitebsk",55.126497,30.3496415,1,1
UMKK,"Khrabrovo",54.890049,20.592635,1,1
UMMG,"Grodno",53.59950325,24.051004625,2,1
UMMM,"Minsk 1",53.864471,27.539682,1,1
UMMS,"Minsk Velikiydvor",53.8825495,28.0307855,1,2
UMOO,"Mogilev",53.9552955,30.094527,1,1
UNAA,"Abakan",53.7434346666667,91.385782,3,2
UNBB,"Barnaul",53.3637735,83.5385335,1,2
UNCC,"Novosibirsk Severny",55.09175825,82.9114235,4,1
UNNT,"Novosibirsk Tolmachevo",55.0130175,82.651065,2,2
UNOO,"Omsk_tsentralnyi",54.962298935,73.31848995375,8,2
UOHH,"Khatanga",71.9780595,102.4905125,1,1
UOII,"Igarka",67.43698121,86.62529539,1,1
UOOO,"Alykel",69.311053,87.332227125,1,2
URML,"Uytash",42.816582,47.65193,2,2
URMN,"Nalchik",43.512854,43.636583,1,1
URMT,"Shpakovskoye",45.109257,42.1128265,1,2
URRR,"Rostov Na Donu",47.2541948333333,39.816074,3,2
URSS,"Sochi",43.44474875,39.9473015,2,2
URWW,"Gumrak",48.7806301666667,44.3526963333333,3,2
USCC,"Balandino",55.305843,61.5033195,1,2
USDD,"Salekhard",66.5907525,66.6110415,1,2
USHH,"Khanty Mansiysk",61.028482,69.0860665,1,2
USPP,"Bolshoye Savino",57.914517,56.021214,1,1
USRK,"Kogalym",62.190417,74.5338025,1,2
USSS,"Koltsovo",56.74310775,60.802727,2,3
USTR,"Roschino",57.18041616,65.3146774183333,3,2
UTSB,"Bukhara",39.775,64.4833335,1,1
UTSS,"Samarkand",39.7005465,66.983829,1,1
UTST,"Termez",37.2866665,67.3091665,1,1
UTTT,"Yuzhny",41.255517,69.281646,2,3
UUBP,"Bryansk",53.214193,34.176447,1,1
UUDD,"Moscou Domodedovo",55.4091906666667,37.9014315,3,2
UUDL,"Tunoshna",57.560668,40.1573665,1,1
UUEE,"Moscou Sheremetyevo",55.9726425,37.414586,2,4
UUMO,"Ostafievo",55.515354125,37.50155147,5,1
UUOB,"Belgorod",50.64423325,36.5899925,2,1
UUOO,"Chertovitskoye",51.814211,39.2295875,1,2
UUWW,"Vnukovo",55.5960605,37.267664,2,4
UUYY,"Syktyvkar",61.647049,50.84505,1,2
UWGG,"Strigino",56.22092875,43.785731,4,2
UWKE,"Begishevo",55.563755,52.08979125,2,1
UWKS,"Cheboksary",56.0902685,47.3472515,1,2
UWLW,"Vostochny",54.401014,48.802664,1,2
UWOO,"Orenburg",51.7957875,55.4567455,1,2
UWOR,"Orsk",51.074086125,58.59233725,4,1
UWSS,"Tsentralny",51.5658335,46.0466665,1,2
UWWW,"Kurumoch",53.50490475,50.164434,2,3
VAAH,"Ahmedabad",23.077196,72.634632,1,1
VAAU,"Aurangabad",19.8627265,75.3981125,1,1
VABB,"Bombay Mumbai Chhatrapati Shivaji Intl",19.0889785,72.86591375,2,3
VABO,"Vadodara",22.336164,73.2262905,1,1
VABP,"Bhopal",23.2874675,77.33737375,2,1
VAID,"Devi Ahilyabai Holkar",22.721785,75.8010865,1,1
VAKJ,"Khajuraho",24.817197,79.918596,1,1
VANP,"Dr Ambedkar Intl",21.0947675,79.04484975,2,1
VARK,"Rajkot",22.309182,70.779525,1,1
VAUD,"Udaipur",24.6176975,73.8961015,1,1
VCBI,"Bandaranaike Intl Colombo",7.180754,79.884118,1,2
VDPP,"Phnom Penh Intl",11.5465415,104.8441415,1,1
VEBS,"Bhubaneshwar",20.24669875,85.815964,2,1
VECC,"Netaji Subhash Chandra Bose Intl",22.6556177825,88.446856135,2,2
VEGT,"Guwahati Intl",26.1060905,91.58594,1,1
VEIM,"Imphal",24.7599515,93.896699,1,1
VEMN,"Dibrugarh",27.4838515,95.016921,1,1
VEPT,"Patna",25.5913165,85.08799,1,1
VERC,"Birsa Munda",23.3146685,85.321675,1,1
VGEG,"Shah Amanat Intl",22.24961,91.813286,1,1
VGSY,"Osmany Intl",24.9632415,91.866785,1,1
VGZR,"Zia Intl",23.843375,90.397736,1,1
VHHH,"Hong Kong Intl",22.30899455,113.91461001,2,4
VIAR,"Amritsar",31.709593,74.7972625,1,1
VIBN,"Varanasi",25.4523665,82.859489,1,1
VIDP,"Indira Gandhi Intl",28.5664965,77.10309025,2,3
VIJP,"Jaipur",26.82672225,75.80573825,2,1
VIJU,"Jammu",32.689143,74.837389,1,1
VILK,"Lucknow",26.760593,80.8893405,1,1
VLVT,"Vientiane Wattay",17.988342725,102.563221665,1,1
VMMC,"Macau Intl",22.148675,113.5914115,1,1
VOBG,"Bangalore",12.9501565,77.670647,1,1
VOCB,"Coimbatore",11.0300305,77.0433815,1,1
VOCI,"Cochin Intl",10.151996,76.4019055,1,1
VOCL,"Calicut",11.1368405,75.9553,1,1
VOHY,"Hyderabad",17.453253,78.469092,1,1
VOML,"Mangalore",12.957940555,74.88870165,2,1
VOMM,"Chennai Intl",12.99385975,80.17144175,2,1
VOTR,"Tiruchirappalli",10.76449525,78.713409,2,1
VOTV,"Thiruvananthapuram Intl",8.4821205,76.9201155,1,1
VRMM,"Male Intl",4.1918315,73.529128,1,1
VTBD,"Bangkok Don Mueang Intl",13.91259668,100.6067985125,2,3
VTBK,"Nakhon Pathom Kamphaeng Saen Rtaf",14.101975,99.9172195,1,1
VTBS,"Bangkok Suvarnabhumi Intl",13.6804555175,100.7475120175,2,4
VTBU,"Rayon U-taphao Intl",12.679954,101.0050335,1,1
VTCC,"Chiang Mai Intl",18.7668455,98.962643,1,1
VTCN,"Nan",18.807914,100.7834195,1,1
VTCT,"Chiang Rai Intl",19.95234,99.882928,1,1
VTPB,"Phetchabun",16.676029,101.1951085,1,1
VTPI,"Nakhon Sawan Takhli Rtaf",15.2773025,100.2958485,1,1
VTPO,"Sukhothai",17.237992,99.818182,1,1
VTPP,"Phitsanulok",16.782939,100.2791225,1,1
VTSB,"Surat Thani",9.132603,99.135586,1,1
VTSC,"Narathiwat",6.519922,101.7434015,1,1
VTSE,"Chumphon",10.7112,99.3617055,1,1
VTSF,"Nakhon Si Thammarat",8.539617,99.944725,1,1
VTSG,"Krabi",8.0968272625,98.9853549625,4,1
VTSP,"Phuket Intl",8.113199,98.316871,1,1
VTSR,"Ranong",9.7776225,98.585483,1,1
VTSS,"Songkhla Hat Yai Intl",6.9325135,100.3929765,1,1
VTST,"Trang",7.5087445,99.6165795,1,1
VTUD,"Udon Thani",17.386436,102.788247,1,1
VTUI,"Sakon Nakhon Aero",17.19514,104.118626,1,1
VTUO,"Burirum",15.2295375,103.2532305,1,1
VTUQ,"Nakhon Ratchasima",14.949496,102.3127375,1,1
VTUU,"Ubon Ratchathani",15.2512765,104.8702305,1,1
VTUV,"Roi Et",16.1167595,103.7737985,1,1
VTUW,"Nakhon Phanom",17.3837945,104.643022,1,1
VVDN,"Danang Intl",16.04390125,108.1994005,2,1
VVNB,"Hanoi Noibai Intl",21.21973875,105.80377375,2,1
VVPB,"Phubai",16.4015015,107.702614,1,1
VVTS,"Tan Son Nhat Intl",10.818749915,106.6517347625,2,2
VYMD,"Mandalay Intl",21.7010095,95.9777945,1,1
VYYY,"Yangon Intl",16.91084075,96.135679805,1,1
WAAA,"Ujung Pandang Hasanuddin",-5.0616305,119.554043,1,2
WABB,"Biak Frans Kaisiepo",-1.190022,136.1079875,1,1
WADD,"Denpasar Ngurah Rai Intl",-8.7481695,115.1671735,1,1
WAJJ,"Jayapura Sentani",-2.576982,140.516471,1,1
WALL,"Balikpapan/sepinggan",-1.268272,116.894478,1,1
WAMM,"Manado Sam Ratulangi",1.547371,124.925156,1,2
WAOO,"Banjarmasin Syamsudin Noor",-3.442354,114.7625525,1,1
WAOP,"Palangkaraya Tjilik Riwut",-2.2251265,113.94266,1,1
WARJ,"Yogyakarta Adi Sucipto",-7.78854533333333,110.432061166667,3,1
WARQ,"Solo Adi Sumarmo Wiryokusumo",-7.5160885,110.7568915,1,1
WARR,"Surabaya Juanda",-7.379832,112.786858,1,1
WBGB,"Bintulu",3.1238375,113.0204725,1,1
WBGG,"Kuching Intl",1.4846975,110.346932,1,1
WBGR,"Miri",4.322068,113.9868055,1,1
WBGS,"Sibu",2.261603,111.9853235,1,1
WBKK,"Kota Kinabalu Intl",5.9372085,116.0511805,1,1
WBKL,"Labuan",5.300685,115.250183,1,1
WBKS,"Sandakan",5.900897,118.059486,1,1
WBKW,"Tawau",4.3133695,118.1219545,1,1
WBSB,"Brunei Intl",4.94585595,114.921698000333,30,2
WIBB,"Pekanbaru Sultan Syarif Kasim Ii",0.4607845,101.4445375,1,1
WIDD,"Batam Hang Nadim",1.1210275,104.118754,1,1
WIHH,"Jakarta Halim Perdanakusuma Intl",-6.266608,106.891117,1,1
WIII,"Jakarta Sukarno-hatta Intl",-6.125743,106.65640475,2,4
WIMM,"Medan/polonia",3.558057,98.6717155,1,1
WIOO,"Pontianak Supadio",-0.150708,109.40389,1,1
WIPP,"Palembang Sultan Mahmud Badaruddin Ii",-2.8976605,104.70071575,2,1
WIPT,"Minangkabau",-0.7869165,100.2807955,1,1
WITT,"Banda Aceh Sultan Iskandarmuda",5.5235225,95.4203725,1,1
WMKA,"Alor Setar Sultan Abdul Halim",6.1896655,100.3981835,1,1
WMKC,"Kota Bahru Sultan Ismail Petra",6.1668515,102.293014,1,1
WMKD,"Kuantan Aero",3.7756595,103.209057,1,1
WMKE,"Kerteh",4.5372235,103.426754,1,1
WMKI,"Ipoh/sultan Azlan Shaw",4.5679725,101.0921945,1,1
WMKJ,"Johor Bahru Sultan Ismail",1.641307,103.669618,1,1
WMKK,"Kuala Lumpur Intl - Sepang",2.75174466666667,101.706997,3,4
WMKL,"Langkawi Intl",6.3297265,99.728665,1,1
WMKP,"Penang Intl",5.2971405,100.276865,1,1
WMSA,"Kuala Lumpur S Abdul Aziz Shah",3.130583,101.5493335,1,2
WSAP,"Singapore Paya Lebar Aero",1.360403,103.909525,1,2
WSSS,"Singapore Changi Intl",1.3555849575,103.98832196,2,4
YABA,"Albany",-34.9446945,117.8111053275,2,1
YAMB,"Amberley Military",-27.6369132075,152.71260826125,4,1
YBAS,"Alice Springs",-23.80289901,133.8949317,3,1
YBBN,"Brisbane Intl",-27.375714,153.12771,2,2
YBCS,"Cairns Intl",-16.8837521373077,145.750651206154,13,1
YBOK,"Oakey",-27.4085669820833,151.7340540625,12,1
YBTL,"Townsville Intl",-19.2553784166667,146.763400916667,12,1
YMAV,"Avalon",-38.03357227,144.4739013825,2,1
YMEN,"Essendon",-37.7237599990909,144.897341952727,11,1
YMES,"East Sale (military)",-38.09836675,147.145207895,2,1
YMHB,"Hobart",-42.837405125,147.510423815,2,1
YMLT,"Launceston",-41.5472574977778,147.212195417222,9,1
YMML,"Melbourne Intl",-37.6702062,144.8438796,5,2
YPAD,"Adelaide Intl",-34.94416205,138.52859989625,4,1
YPDN,"Darwin Intl",-12.4124696923077,130.882936846154,13,1
YPEA,"Pearce",-31.67127884875,116.0137731175,4,2
YPED,"Edinburgh",-34.7060254566667,138.620656695,3,1
YPPH,"Perth",-31.9396725,115.966614,2,3
YPTN,"Tindal (military)",-14.5208406666667,132.381993,3,1
YSCB,"Canberra",-35.30383958,149.190209268333,6,1
YSNW,"Nowra Military",-34.9451248571429,150.545787428571,14,1
YSRI,"Richmond (nsw)",-33.6020266666667,150.778722333333,3,1
YSSY,"Sydney Intl",-33.949273,151.181346833333,3,6
YSTW,"Tamworth",-31.0821801183333,150.845398585,6,1
YWLM,"Williamtown",-32.795878,151.8347955,1,1
ZBAA,"Capital Intl",40.080118,116.5845625,2,4
ZBHH,"Baita",40.850509,111.82435025,2,1
ZBLA,"Dongshan",49.204999,119.825,1,1
ZBSJ,"Zhengding",38.2806865,114.6972985,1,2
ZBTJ,"Binhai",39.1243515,117.346182,1,2
ZBYN,"Wusu",37.746897,112.6284265,1,2
ZGGG,"Baiyun Intl",23.39243875,113.29878825,2,4
ZGHA,"Huanghua",28.1891585,113.219632,1,2
ZGKL,"Liangjiang",25.2181055,110.039196,1,2
ZGNN,"Wuxu",22.6079585,108.17219,1,1
ZGSZ,"Baoan Intl",22.6392585,113.8106625,1,2
ZHCC,"Zhengzhou Xinzheng",34.519335045,113.8411366,1,2
ZHHH,"Tianhe",30.7837585,114.2080985,1,2
ZJHK,"Meilan",19.934836165,110.45526413,1,2
ZJSY,"Phoenix Intl",18.302892,109.412268,1,1
ZKPY,"Pyongyang Intl",39.22506175,125.6732595,2,2
ZLLL,"Lanzhou-zhongchuan",36.51523665,103.62070453,1,2
ZLXY,"Xianyang",34.44697967,108.75220278,1,2
ZMUB,"Chinggis Khaan Intl",47.84262034,106.7629062525,2,1
ZPJH,"Gasa",21.9739155,100.7596125,1,1
ZPLJ,"Lijiang",26.679180155,100.24645969,1,1
ZPPP,"Wujiaba",24.9923625,102.7435375,1,2
ZSAM,"Gaoqi",24.544,118.127742,1,2
ZSCN,"Changbei Intl",28.865,115.900001,1,2
ZSFZ,"Changle",25.935064,119.663272,1,2
ZSHC,"Xiaoshan",30.229504,120.434453,1,2
ZSJN,"Yaoqiang",36.8572125,117.215992,1,2
ZSNB,"Lishe",29.8266815,121.4619055,1,2
ZSNJ,"Lukou",31.7420405,118.862024,1,2
ZSOF,"Luogang",31.780018,117.2987135,1,2
ZSPD,"Pudong",31.1434265,121.80509225,2,4
ZSQD,"Liuting",36.266107,120.3744345,1,2
ZSSS,"Hongqiao Intl",31.197875,121.336319,1,2
ZSWH,"Dashuipo",37.1871845,122.228921,1,2
ZSWZ,"Wenzhou",27.91278068,120.851734065,1,1
ZSYT,"Laishan",37.4003055,121.370367,1,2
ZUBD,"Qamdo Bangda",30.555945895,97.106700955,1,1
ZUCK,"Jiangbei",29.7192165,106.6416765,1,2
ZUGY,"Longdongbao",26.538461,106.800793,1,2
ZULS,"Lhasa-gonggar",29.2980775,90.9122945,1,1
ZUUU,"Shuangliu",30.578528,103.947086,1,2
ZUXC,"Qingshan",27.989083,102.184361,1,1
ZWSH,"Kashi",39.542922,76.0199565,1,2
ZWTN,"Hotan",37.038521,79.864932,1,1
ZWWW,"Diwopu",43.9071055,87.474243,1,2
ZYCC,"Longjia",43.996214,125.6853545,1,2
ZYHB,"Taiping",45.6234015,126.2503265,1,2
ZYJM,"Jiamusi",46.842571,130.4639915,1,1
ZYMD,"Hailang",44.5240735,129.568974,1,1
ZYQQ,"Sanjiazi",47.239626,123.9181305,1,1
ZYTL,"Zhoushuizi",38.9656655,121.5386,1,2
ZYTX,"Taoxian",41.6398405,123.483425,1,2
ZYYJ,"Yanji",42.882799,129.451258,1,1
